ID,y
1,82.7344172133
2,100.863864248
3,81.2720195404
4,80.4315212407
5,122.090991154
8,94.4396241351
10,113.953765312
11,95.6432117848
12,118.009144974
14,95.8053991596
15,117.417207112
16,105.551602619
17,102.043223834
19,95.5577225727
20,105.65567908
21,103.596187301
22,117.835891882
23,101.248401457
26,96.7206994772
28,94.2784040085
29,96.4657098159
33,96.2235377847
35,94.549816477
41,97.0118835415
42,94.4126418941
43,117.387385279
45,104.43511351
46,104.045320261
51,94.0443598194
53,80.1557506286
55,112.688125904
56,94.4420749087
57,104.165654525
58,95.2076469158
59,104.408058333
63,112.056911029
64,94.9939775287
65,104.803468053
69,95.7441566204
71,94.9504723115
72,104.266811338
73,94.4533520691
76,104.439015494
77,104.100192365
78,116.060492666
82,94.4649662486
83,104.803400333
84,94.362983411
85,103.791692579
87,112.316802037
88,96.0182908852
89,112.667213215
91,94.721340035
93,94.6854312212
94,104.012380338
95,96.5388767878
96,111.413959034
97,94.3848215296
98,113.074901828
99,94.1962550057
101,104.308271075
103,112.667160544
104,94.1181045917
105,111.892736293
110,94.8561351687
111,112.446457839
113,112.790154538
114,93.3236709074
115,115.138894704
117,112.667107873
120,94.2101528632
121,112.233582386
122,93.7771682702
123,112.931850482
126,112.352612647
132,112.097593571
135,104.836761103
137,104.344961016
138,94.701577238
140,94.4540727259
142,113.52147201
144,112.312017583
148,93.8879511078
149,114.549486565
155,94.4953224547
156,112.393347559
157,94.5032557702
162,112.274253025
163,94.6202011243
167,94.3231717243
172,116.240667349
179,112.98944772
180,94.0199873624
181,111.877252611
182,94.970847903
183,112.666859567
185,112.666852043
187,112.140759618
188,94.1782057602
189,94.0518689973
191,94.2934572592
192,113.302682894
193,94.9502566452
194,112.045602363
195,93.7345913006
196,112.419534352
198,94.5143639007
199,112.336758782
201,104.400346869
204,94.4572111955
205,105.037678341
206,94.3144413563
210,94.3814060665
211,104.302802696
216,112.520029175
219,115.651829331
220,93.925371526
221,111.946880565
226,111.877083312
227,94.0336955698
228,112.329577229
230,112.386393435
231,93.6292362168
235,116.494102372
236,94.2124319519
238,113.03363354
242,104.507631117
243,94.4121439117
244,80.2637863986
245,112.073390316
247,117.856522045
248,93.9681017815
249,94.1732210457
250,111.772495254
251,94.2123755187
253,116.496918563
254,93.853967719
256,94.3032357194
257,93.5443021965
258,112.590307552
259,94.2409258795
262,79.7693413111
266,94.5746984473
267,115.175317345
272,103.629711275
273,112.666520968
275,100.161956034
276,113.136169056
279,94.6522435759
280,104.782014036
283,94.3829786491
285,112.302354727
288,112.666464535
289,94.8824058611
290,104.461550728
291,94.6497702358
292,111.765575545
293,112.391474716
296,111.05612599
297,112.171649181
298,115.927600161
299,94.4641498493
304,93.7263969978
305,87.9098517853
306,94.4052905861
307,111.830780953
311,109.508750122
313,111.845933246
314,93.9162343571
316,94.5656085683
324,95.4307585955
327,94.545357378
329,93.8180998176
330,112.051529911
337,103.926708164
338,95.0163800925
339,104.920246172
340,94.9550286977
343,93.7523970817
345,115.654338386
346,94.2672004374
347,115.096723522
349,112.212105791
350,93.5868994521
352,112.474176635
353,94.0413664874
354,78.7966761796
357,94.1027662441
358,112.572977609
362,114.280779277
364,116.645252462
365,110.689106464
366,94.3861014203
367,112.28298861
368,94.6542107704
370,79.23007017
373,94.7811764807
377,93.9765365835
